Startup_ID,Startup_Name,Sector,City,Founded_Year,Funding_Stage,Total_Funding_USD,Investor,Status,Employees,Annual_Revenue_USD,Survival_Years,Is_Unicorn
IN0250,Startup_250,AgriTech,Pune,2017,Grant,546000,SAIF Partners,Acquired,3836,0,3,0
IN0251,Startup_251,E-Commerce,Mumbai,2015,Series A,71452000,Angel Network,Closed,1527,0,1,0
IN0252,Startup_252,AgriTech,Pune,2019,Series B,34260000,500 Startups,Closed,3323,0,4,0
IN0253,Startup_253,TravelTech,Chennai,2011,Bootstrapped,840000,Tiger Global,Closed,3913,0,6,0
IN0254,Startup_254,E-Commerce,Bengaluru,2014,Bootstrapped,8301000,Kalaari Capital,Closed,2475,0,1,0
IN0255,Startup_255,SaaS,Chennai,2021,Series B,8408000,Nexus Venture,Active,1310,2977000,2,0
IN0256,Startup_256,TravelTech,Pune,2021,Seed,42335000,Kalaari Capital,Closed,1811,0,1,0
IN0257,Startup_257,HealthTech,Ahmedabad,2012,Grant,5464000,Matrix Partners,Closed,4501,0,8,0
IN0258,Startup_258,TravelTech,Hyderabad,2022,Series B,26852000,Government Grant,Closed,672,0,2,0
IN0259,Startup_259,TravelTech,Chennai,2011,Seed,24689000,SAIF Partners,Active,1658,11839000,12,0
IN0260,Startup_260,HealthTech,Delhi NCR,2015,Grant,1872000,Elevation Capital,Closed,4006,0,2,0
IN0261,Startup_261,TravelTech,Ahmedabad,2022,Pre-Seed,2314000,Blume Ventures,Closed,4621,0,1,0
IN0262,Startup_262,TravelTech,Ahmedabad,2020,Series C,17878000,Y Combinator,Closed,26,0,3,0
IN0263,Startup_263,E-Commerce,Noida,2011,Pre-Seed,7716000,SAIF Partners,Closed,495,0,2,0
IN0264,Startup_264,FoodTech,Bengaluru,2014,Bootstrapped,690000,Bootstrapped,Closed,3445,0,6,0
IN0265,Startup_265,LogisticsTech,Ahmedabad,2023,Bootstrapped,4103000,Bootstrapped,Closed,4419,0,1,0
IN0266,Startup_266,AgriTech,Mumbai,2012,Bootstrapped,2914000,SoftBank,Closed,30,0,1,0
IN0267,Startup_267,SaaS,Ahmedabad,2020,Bootstrapped,5766000,SoftBank,Closed,3775,0,2,0
IN0268,Startup_268,HealthTech,Pune,2013,Seed,59520000,Elevation Capital,Active,130,13719000,10,0
IN0269,Startup_269,EdTech,Mumbai,2019,Pre-Seed,5383000,Y Combinator,Closed,400,0,2,0
IN0270,Startup_270,FinTech,Kolkata,2017,Series B,90649000,Government Grant,Closed,464,0,2,0
IN0271,Startup_271,TravelTech,Pune,2013,Series D+,34787000,Y Combinator,Closed,2628,0,4,0
IN0272,Startup_272,SaaS,Delhi NCR,2020,Series B,19370000,SAIF Partners,Closed,4848,0,3,0
IN0273,Startup_273,HealthTech,Kolkata,2018,Grant,3119000,Bootstrapped,Active,3124,1994000,5,0
IN0274,Startup_274,AgriTech,Kolkata,2016,Series A,7437000,SAIF Partners,Closed,3881,0,2,0
IN0275,Startup_275,E-Commerce,Pune,2023,Series A,100656000,SAIF Partners,Acquired,3382,0,2,0
IN0276,Startup_276,TravelTech,Jaipur,2012,Bootstrapped,923000,Bootstrapped,Closed,649,0,8,0
IN0277,Startup_277,AgriTech,Mumbai,2018,Series B,15149000,Elevation Capital,Active,4941,1207000,5,0
IN0278,Startup_278,EdTech,Hyderabad,2022,Series B,69584000,Kalaari Capital,Closed,2485,0,1,0
IN0279,Startup_279,E-Commerce,Hyderabad,2021,Seed,83075000,500 Startups,Closed,1989,0,1,0
IN0280,Startup_280,LogisticsTech,Hyderabad,2018,Series D+,22964000,SAIF Partners,Closed,2945,0,3,0
IN0281,Startup_281,SaaS,Chennai,2018,Grant,5623000,Angel Network,Closed,3848,0,3,0
IN0282,Startup_282,E-Commerce,Chennai,2015,Bootstrapped,9510000,Angel Network,Active,1197,591000,8,0
IN0283,Startup_283,TravelTech,Noida,2019,Bootstrapped,891000,SoftBank,Closed,3113,0,2,0
IN0284,Startup_284,FoodTech,Jaipur,2020,Series D+,41106000,Angel Network,Closed,4020,0,2,0
IN0285,Startup_285,HealthTech,Chennai,2012,Series A,44102000,500 Startups,Closed,4443,0,11,0
IN0286,Startup_286,FinTech,Jaipur,2010,Seed,80352000,Government Grant,Merged,54,0,7,0
IN0287,Startup_287,HealthTech,Hyderabad,2011,Series A,45664000,Kalaari Capital,Active,497,23443000,12,0
IN0288,Startup_288,HRTech,Ahmedabad,2020,Grant,1867000,Matrix Partners,Active,99,117000,3,0
IN0289,Startup_289,SaaS,Jaipur,2014,Pre-Seed,4890000,Matrix Partners,Closed,1470,0,2,0
IN0290,Startup_290,EdTech,Jaipur,2012,Series B,42211000,Y Combinator,Closed,2905,0,5,0
IN0291,Startup_291,LogisticsTech,Mumbai,2015,Bootstrapped,1474000,Angel Network,Closed,1852,0,5,0
IN0292,Startup_292,EdTech,Bengaluru,2011,Bootstrapped,4431000,Sequoia Capital India,Closed,79,0,12,0
IN0293,Startup_293,HealthTech,Mumbai,2017,Bootstrapped,3002000,Y Combinator,Closed,783,0,5,0
IN0294,Startup_294,FinTech,Hyderabad,2013,Grant,11094000,Bootstrapped,Closed,2298,0,9,0
IN0295,Startup_295,HRTech,Bengaluru,2012,Series D+,7330000,Tiger Global,Active,3264,5473000,11,0
IN0296,Startup_296,SaaS,Delhi NCR,2019,Series B,59484000,Bootstrapped,Closed,4430,0,3,0
IN0297,Startup_297,LogisticsTech,Delhi NCR,2022,Seed,58465000,Sequoia Capital India,Closed,802,0,2,0
IN0298,Startup_298,E-Commerce,Mumbai,2015,Bootstrapped,3617000,Bootstrapped,Merged,2241,0,8,0
IN0299,Startup_299,FoodTech,Hyderabad,2015,Bootstrapped,3403000,Bootstrapped,Closed,3115,0,2,0
IN0300,Startup_300,HRTech,Pune,2022,Series B,2963000,Tiger Global,Closed,3114,0,1,0
IN0301,Startup_301,LogisticsTech,Chennai,2015,Seed,56589000,Blume Ventures,Active,2950,35142000,8,0
IN0302,Startup_302,EdTech,Delhi NCR,2011,Series A,44647000,SAIF Partners,Closed,3344,0,2,0
IN0303,Startup_303,FinTech,Mumbai,2015,Seed,94240000,Y Combinator,Closed,3157,0,1,0
IN0304,Startup_304,SaaS,Kolkata,2016,Seed,39234000,SoftBank,Closed,4687,0,5,0
IN0305,Startup_305,HealthTech,Kolkata,2012,Series A,24376000,Tiger Global,Closed,520,0,3,0
IN0306,Startup_306,LogisticsTech,Pune,2016,Series C,4800000,Nexus Venture,Closed,2022,0,6,0
IN0307,Startup_307,FoodTech,Noida,2019,Series B,6904000,Sequoia Capital India,Closed,3243,0,3,0
IN0308,Startup_308,HRTech,Kolkata,2022,Series D+,15129000,Y Combinator,Closed,4871,0,1,0
IN0309,Startup_309,SaaS,Chennai,2019,Series B,12558000,Matrix Partners,Closed,2616,0,3,0
IN0310,Startup_310,FoodTech,Noida,2022,Series B,14123000,Government Grant,Closed,3220,0,2,0
IN0311,Startup_311,EdTech,Noida,2013,Series A,44098000,Angel Network,Closed,3783,0,4,0
IN0312,Startup_312,FoodTech,Pune,2023,Seed,39813000,Matrix Partners,Acquired,4092,0,1,0
IN0313,Startup_313,SaaS,Hyderabad,2014,Series A,55267000,Accel Partners,Closed,3680,0,8,0
IN0314,Startup_314,HRTech,Kolkata,2018,Bootstrapped,2770000,Kalaari Capital,Closed,4400,0,5,0
IN0315,Startup_315,EdTech,Mumbai,2022,Series B,28530000,Bootstrapped,Closed,364,0,2,0
IN0316,Startup_316,AgriTech,Kolkata,2011,Pre-Seed,896000,Angel Network,Active,4251,420000,12,0
IN0317,Startup_317,HRTech,Hyderabad,2017,Series D+,27055000,Elevation Capital,Closed,4101,0,2,0
IN0318,Startup_318,AgriTech,Bengaluru,2017,Seed,36830000,Accel Partners,Closed,952,0,6,0
IN0319,Startup_319,HealthTech,Chennai,2014,Series D+,18856000,Blume Ventures,Closed,2855,0,8,0
IN0320,Startup_320,EdTech,Ahmedabad,2021,Grant,2416000,Government Grant,Closed,944,0,1,0
IN0321,Startup_321,AgriTech,Mumbai,2020,Series A,29646000,SAIF Partners,Acquired,1431,0,3,0
IN0322,Startup_322,HealthTech,Chennai,2018,Bootstrapped,2110000,Matrix Partners,Merged,1513,0,2,0
IN0323,Startup_323,LogisticsTech,Kolkata,2010,Series B,25887000,Sequoia Capital India,Closed,1761,0,4,0
IN0324,Startup_324,SaaS,Mumbai,2019,Seed,37652000,Kalaari Capital,Acquired,2672,0,2,0
IN0325,Startup_325,FoodTech,Mumbai,2014,Grant,3201000,Elevation Capital,Closed,3185,0,7,0
IN0326,Startup_326,HRTech,Mumbai,2015,Series D+,21646000,Y Combinator,Acquired,2438,0,2,0
IN0327,Startup_327,HealthTech,Chennai,2011,Series B,16719000,Angel Network,Closed,1160,0,9,0
IN0328,Startup_328,LogisticsTech,Kolkata,2019,Series A,25498000,Blume Ventures,Closed,4404,0,2,0
IN0329,Startup_329,TravelTech,Delhi NCR,2017,Series C,14225000,Blume Ventures,Closed,441,0,3,0
IN0330,Startup_330,FinTech,Ahmedabad,2012,Series B,115678000,SAIF Partners,Acquired,4056,0,7,0
IN0331,Startup_331,FoodTech,Kolkata,2021,Grant,427000,Sequoia Capital India,Closed,1808,0,2,0
IN0332,Startup_332,FinTech,Pune,2013,Series C,55150000,Angel Network,Closed,4059,0,9,0
IN0333,Startup_333,TravelTech,Mumbai,2019,Seed,24485000,Kalaari Capital,Closed,4442,0,1,0
IN0334,Startup_334,FoodTech,Jaipur,2013,Bootstrapped,4153000,Government Grant,Active,2029,1135000,10,0
IN0335,Startup_335,FinTech,Ahmedabad,2014,Series D+,10894000,Y Combinator,Acquired,963,0,4,0
IN0336,Startup_336,E-Commerce,Noida,2021,Series D+,67285000,Matrix Partners,Acquired,1361,0,1,0
IN0337,Startup_337,E-Commerce,Hyderabad,2022,Pre-Seed,5874000,Elevation Capital,Closed,4415,0,1,0
IN0338,Startup_338,AgriTech,Pune,2014,Series C,20625000,500 Startups,Merged,782,0,3,0
IN0339,Startup_339,LogisticsTech,Bengaluru,2014,Series A,8135000,Tiger Global,Closed,2640,0,4,0
IN0340,Startup_340,LogisticsTech,Ahmedabad,2012,Series C,22635000,Accel Partners,Closed,764,0,7,0
IN0341,Startup_341,TravelTech,Pune,2021,Series D+,22013000,Elevation Capital,Closed,22,0,1,0
IN0342,Startup_342,FoodTech,Chennai,2023,Seed,19976000,Matrix Partners,Closed,1737,0,2,0
IN0343,Startup_343,SaaS,Chennai,2023,Series C,40519000,Elevation Capital,Closed,3977,0,2,0
IN0344,Startup_344,FinTech,Bengaluru,2011,Grant,11157000,Tiger Global,Active,3617,4378000,12,0
IN0345,Startup_345,LogisticsTech,Hyderabad,2021,Series A,18252000,Y Combinator,Acquired,2246,0,1,0
IN0346,Startup_346,AgriTech,Pune,2011,Series D+,25992000,Sequoia Capital India,Closed,3248,0,11,0
IN0347,Startup_347,SaaS,Hyderabad,2016,Seed,226000,Blume Ventures,Closed,640,0,2,0
IN0348,Startup_348,HRTech,Hyderabad,2018,Grant,2438000,Y Combinator,Active,989,1929000,5,0
IN0349,Startup_349,LogisticsTech,Delhi NCR,2017,Seed,5542000,Government Grant,Closed,841,0,1,0
IN0350,Startup_350,AgriTech,Chennai,2014,Series A,32553000,Y Combinator,Closed,1092,0,3,0
IN0351,Startup_351,EdTech,Jaipur,2019,Pre-Seed,1330000,Kalaari Capital,Closed,1747,0,2,0
IN0352,Startup_352,LogisticsTech,Noida,2020,Grant,538000,Accel Partners,Acquired,1148,0,1,0
IN0353,Startup_353,HRTech,Kolkata,2015,Bootstrapped,498000,Nexus Venture,Closed,692,0,4,0
IN0354,Startup_354,TravelTech,Noida,2019,Series C,31102000,Y Combinator,Closed,2473,0,2,0
IN0355,Startup_355,TravelTech,Noida,2018,Series B,13370000,Sequoia Capital India,Closed,1962,0,4,0
IN0356,Startup_356,LogisticsTech,Mumbai,2013,Grant,445000,500 Startups,Closed,100,0,6,0
IN0357,Startup_357,AgriTech,Delhi NCR,2016,Bootstrapped,2735000,Government Grant,Closed,3860,0,7,0
IN0358,Startup_358,EdTech,Bengaluru,2019,Seed,17416000,500 Startups,Active,497,13262000,4,0
IN0359,Startup_359,LogisticsTech,Jaipur,2014,Bootstrapped,2426000,Bootstrapped,Closed,4397,0,9,0
IN0360,Startup_360,HRTech,Delhi NCR,2014,Seed,17945000,SoftBank,Closed,1274,0,9,0
IN0361,Startup_361,AgriTech,Kolkata,2019,Seed,17556000,Y Combinator,Closed,1956,0,1,0
IN0362,Startup_362,E-Commerce,Mumbai,2016,Seed,67128000,Nexus Venture,Closed,1440,0,1,0
IN0363,Startup_363,FinTech,Delhi NCR,2021,Pre-Seed,11438000,SAIF Partners,Closed,4239,0,2,0
IN0364,Startup_364,HealthTech,Chennai,2012,Series C,10890000,500 Startups,Closed,242,0,6,0
IN0365,Startup_365,LogisticsTech,Pune,2018,Seed,58508000,Bootstrapped,Closed,633,0,4,0
IN0366,Startup_366,FoodTech,Jaipur,2015,Pre-Seed,2841000,Kalaari Capital,Closed,1290,0,5,0
IN0367,Startup_367,EdTech,Noida,2020,Seed,40804000,Sequoia Capital India,Closed,102,0,1,0
IN0368,Startup_368,FinTech,Ahmedabad,2015,Bootstrapped,2189000,Y Combinator,Acquired,291,0,7,0
IN0369,Startup_369,E-Commerce,Chennai,2013,Bootstrapped,3546000,Y Combinator,Acquired,640,0,10,0
IN0370,Startup_370,AgriTech,Mumbai,2018,Pre-Seed,3219000,Sequoia Capital India,Closed,3286,0,1,0
IN0371,Startup_371,FoodTech,Pune,2022,Series C,27722000,Sequoia Capital India,Closed,3024,0,1,0
IN0372,Startup_372,SaaS,Noida,2022,Series C,17094000,Kalaari Capital,Closed,4849,0,2,0
IN0373,Startup_373,E-Commerce,Jaipur,2022,Series B,102591000,Sequoia Capital India,Closed,1910,0,2,0
IN0374,Startup_374,FinTech,Chennai,2010,Bootstrapped,8740000,Accel Partners,Acquired,1682,0,9,0
IN0375,Startup_375,E-Commerce,Kolkata,2017,Pre-Seed,1600000,Nexus Venture,Merged,764,0,1,0
IN0376,Startup_376,E-Commerce,Jaipur,2016,Series D+,82370000,Elevation Capital,Closed,784,0,5,0
IN0377,Startup_377,HealthTech,Kolkata,2011,Pre-Seed,8679000,SoftBank,Closed,2391,0,5,0
IN0378,Startup_378,AgriTech,Kolkata,2021,Series D+,10951000,Accel Partners,Closed,1662,0,1,0
IN0379,Startup_379,HRTech,Mumbai,2012,Seed,16365000,Matrix Partners,Closed,991,0,9,0
IN0380,Startup_380,AgriTech,Hyderabad,2017,Series C,34114000,Accel Partners,Closed,1293,0,6,0
IN0381,Startup_381,SaaS,Noida,2010,Series B,23046000,Accel Partners,Acquired,2035,0,6,0
IN0382,Startup_382,LogisticsTech,Jaipur,2010,Series C,59442000,Sequoia Capital India,Closed,3314,0,8,0
IN0383,Startup_383,TravelTech,Jaipur,2013,Seed,36195000,Tiger Global,Closed,996,0,1,0
IN0384,Startup_384,FinTech,Hyderabad,2012,Series B,44983000,Bootstrapped,Acquired,690,0,10,0
IN0385,Startup_385,HRTech,Pune,2023,Seed,2350000,500 Startups,Active,3634,1544000,0,0
IN0386,Startup_386,EdTech,Chennai,2011,Pre-Seed,424000,500 Startups,Merged,4703,0,7,0
IN0387,Startup_387,LogisticsTech,Ahmedabad,2010,Bootstrapped,1053000,SoftBank,Closed,1535,0,5,0
IN0388,Startup_388,SaaS,Ahmedabad,2012,Pre-Seed,4325000,Bootstrapped,Closed,2419,0,8,0
IN0389,Startup_389,LogisticsTech,Jaipur,2017,Pre-Seed,2310000,Matrix Partners,Active,1635,1229000,6,0
IN0390,Startup_390,TravelTech,Hyderabad,2020,Pre-Seed,3521000,Kalaari Capital,Merged,3931,0,3,0
IN0391,Startup_391,FoodTech,Chennai,2019,Series D+,9114000,Kalaari Capital,Closed,4893,0,2,0
IN0392,Startup_392,FinTech,Pune,2010,Grant,9214000,SoftBank,Closed,1309,0,2,0
IN0393,Startup_393,E-Commerce,Hyderabad,2014,Pre-Seed,10428000,Elevation Capital,Closed,3183,0,6,0
IN0394,Startup_394,HealthTech,Delhi NCR,2013,Series D+,62877000,500 Startups,Acquired,4848,0,1,0
IN0395,Startup_395,AgriTech,Noida,2019,Series A,7611000,Government Grant,Closed,4034,0,3,0
IN0396,Startup_396,HealthTech,Ahmedabad,2010,Seed,54269000,Sequoia Capital India,Active,4314,22168000,13,0
IN0397,Startup_397,AgriTech,Noida,2013,Series A,7181000,Government Grant,Closed,2652,0,1,0
IN0398,Startup_398,FinTech,Delhi NCR,2019,Series A,101654000,Y Combinator,Closed,2991,0,1,0
IN0399,Startup_399,AgriTech,Kolkata,2019,Seed,12972000,Tiger Global,Closed,3580,0,4,0
IN0400,Startup_400,AgriTech,Delhi NCR,2021,Series D+,23599000,Tiger Global,Closed,3101,0,2,0
IN0401,Startup_401,SaaS,Delhi NCR,2012,Pre-Seed,6642000,Matrix Partners,Merged,4650,0,1,0
IN0402,Startup_402,HealthTech,Noida,2015,Series B,9639000,Blume Ventures,Closed,1154,0,6,0
IN0403,Startup_403,EdTech,Hyderabad,2015,Series D+,70849000,Accel Partners,Closed,2752,0,8,0
IN0404,Startup_404,FinTech,Pune,2013,Series B,42382000,Government Grant,Closed,887,0,1,0
IN0405,Startup_405,FinTech,Kolkata,2017,Bootstrapped,10620000,Blume Ventures,Merged,3104,0,3,0
IN0406,Startup_406,TravelTech,Kolkata,2011,Grant,2606000,Government Grant,Closed,1849,0,3,0
IN0407,Startup_407,FoodTech,Mumbai,2022,Pre-Seed,1604000,Accel Partners,Closed,609,0,2,0
IN0408,Startup_408,HealthTech,Kolkata,2012,Seed,80862000,Accel Partners,Closed,2770,0,10,0
IN0409,Startup_409,HRTech,Ahmedabad,2021,Pre-Seed,2291000,Elevation Capital,Closed,3558,0,1,0
IN0410,Startup_410,FinTech,Mumbai,2015,Series B,49409000,SAIF Partners,Merged,4426,0,5,0
IN0411,Startup_411,SaaS,Pune,2013,Seed,40088000,Y Combinator,Active,4023,6622000,10,0
IN0412,Startup_412,AgriTech,Bengaluru,2016,Seed,26515000,Elevation Capital,Closed,3936,0,2,0
IN0413,Startup_413,EdTech,Bengaluru,2013,Series A,78169000,Blume Ventures,Closed,948,0,5,0
IN0414,Startup_414,LogisticsTech,Ahmedabad,2017,Series C,32739000,Tiger Global,Active,3041,23380000,6,0
IN0415,Startup_415,AgriTech,Delhi NCR,2017,Pre-Seed,1866000,SoftBank,Closed,2202,0,5,0
IN0416,Startup_416,FinTech,Delhi NCR,2022,Seed,41583000,SAIF Partners,Active,3393,32353000,1,0
IN0417,Startup_417,HRTech,Hyderabad,2018,Pre-Seed,2866000,Matrix Partners,Acquired,4388,0,4,0
IN0418,Startup_418,HRTech,Hyderabad,2017,Series C,31607000,Angel Network,Active,286,13483000,6,0
IN0419,Startup_419,TravelTech,Noida,2020,Series A,34098000,Tiger Global,Closed,1371,0,1,0
IN0420,Startup_420,E-Commerce,Delhi NCR,2010,Bootstrapped,7527000,SoftBank,Active,1213,5085000,13,0
IN0421,Startup_421,SaaS,Chennai,2021,Seed,39012000,SAIF Partners,Active,2673,27015000,2,0
IN0422,Startup_422,TravelTech,Ahmedabad,2023,Pre-Seed,2808000,SAIF Partners,Closed,3439,0,1,0
IN0423,Startup_423,LogisticsTech,Delhi NCR,2012,Seed,33848000,Accel Partners,Acquired,2345,0,9,0
IN0424,Startup_424,AgriTech,Kolkata,2014,Bootstrapped,2292000,Blume Ventures,Closed,308,0,3,0
IN0425,Startup_425,SaaS,Kolkata,2012,Bootstrapped,6229000,Kalaari Capital,Active,1948,542000,11,0
IN0426,Startup_426,FoodTech,Pune,2015,Pre-Seed,3971000,Nexus Venture,Closed,2298,0,8,0
IN0427,Startup_427,EdTech,Hyderabad,2012,Series C,35560000,Y Combinator,Merged,2630,0,5,0
IN0428,Startup_428,LogisticsTech,Noida,2020,Seed,12841000,Y Combinator,Closed,3337,0,3,0
IN0429,Startup_429,FoodTech,Jaipur,2023,Series D+,25836000,Tiger Global,Acquired,539,0,2,0
IN0430,Startup_430,TravelTech,Kolkata,2012,Pre-Seed,3940000,SoftBank,Closed,474,0,4,0
IN0431,Startup_431,FinTech,Ahmedabad,2010,Series D+,33240000,Y Combinator,Closed,3804,0,9,0
IN0432,Startup_432,LogisticsTech,Mumbai,2020,Pre-Seed,2943000,Blume Ventures,Closed,1456,0,2,0
IN0433,Startup_433,HRTech,Jaipur,2015,Series D+,31318000,Angel Network,Closed,742,0,5,0
IN0434,Startup_434,FinTech,Kolkata,2010,Series A,93690000,SoftBank,Acquired,1815,0,11,0
IN0435,Startup_435,E-Commerce,Hyderabad,2014,Bootstrapped,9516000,Government Grant,Closed,74,0,8,0
IN0436,Startup_436,HealthTech,Delhi NCR,2019,Pre-Seed,5487000,Nexus Venture,Closed,2257,0,4,0
IN0437,Startup_437,LogisticsTech,Chennai,2017,Series C,18268000,SAIF Partners,Closed,3255,0,5,0
IN0438,Startup_438,EdTech,Bengaluru,2018,Series D+,47583000,Nexus Venture,Closed,2447,0,1,0
IN0439,Startup_439,FoodTech,Mumbai,2015,Series C,43095000,Nexus Venture,Closed,2449,0,4,0
IN0440,Startup_440,HealthTech,Jaipur,2022,Series B,72547000,Government Grant,Acquired,4917,0,2,0
IN0441,Startup_441,AgriTech,Delhi NCR,2021,Pre-Seed,3990000,Nexus Venture,Closed,3430,0,2,0
IN0442,Startup_442,LogisticsTech,Bengaluru,2019,Series B,42859000,Bootstrapped,Closed,4381,0,4,0
IN0443,Startup_443,AgriTech,Jaipur,2014,Series A,35072000,Tiger Global,Acquired,2408,0,2,0
IN0444,Startup_444,FoodTech,Delhi NCR,2021,Series C,28018000,500 Startups,Closed,1501,0,2,0
IN0445,Startup_445,EdTech,Hyderabad,2015,Series B,24705000,Government Grant,Closed,2716,0,6,0
IN0446,Startup_446,SaaS,Noida,2014,Grant,3302000,Y Combinator,Acquired,4782,0,2,0
IN0447,Startup_447,FoodTech,Hyderabad,2018,Seed,19176000,Nexus Venture,Acquired,3386,0,1,0
IN0448,Startup_448,HealthTech,Delhi NCR,2013,Series D+,51376000,500 Startups,Closed,3750,0,3,0
IN0449,Startup_449,AgriTech,Delhi NCR,2022,Seed,25278000,Tiger Global,Closed,2569,0,1,0
IN0450,Startup_450,FinTech,Ahmedabad,2014,Series B,20648000,Government Grant,Closed,1299,0,8,0
IN0451,Startup_451,EdTech,Delhi NCR,2019,Bootstrapped,3239000,Blume Ventures,Closed,3142,0,1,0
IN0452,Startup_452,FinTech,Jaipur,2013,Series D+,107095000,Government Grant,Merged,4352,0,4,0
IN0453,Startup_453,FinTech,Bengaluru,2020,Series B,105300000,Nexus Venture,Closed,1058,0,1,0
IN0454,Startup_454,LogisticsTech,Jaipur,2019,Series C,49466000,Nexus Venture,Closed,2384,0,4,0
IN0455,Startup_455,TravelTech,Noida,2018,Series D+,30936000,Tiger Global,Closed,2809,0,4,0
IN0456,Startup_456,AgriTech,Hyderabad,2012,Bootstrapped,905000,Tiger Global,Active,1732,544000,11,0
IN0457,Startup_457,HRTech,Jaipur,2012,Seed,22804000,Sequoia Capital India,Closed,3075,0,11,0
IN0458,Startup_458,SaaS,Jaipur,2019,Pre-Seed,350000,Accel Partners,Closed,163,0,1,0
IN0459,Startup_459,EdTech,Kolkata,2017,Bootstrapped,2037000,Angel Network,Closed,1256,0,2,0
IN0460,Startup_460,FinTech,Pune,2016,Seed,32762000,Elevation Capital,Closed,1125,0,4,0
IN0461,Startup_461,EdTech,Jaipur,2021,Seed,62824000,Blume Ventures,Closed,1629,0,1,0
IN0462,Startup_462,SaaS,Jaipur,2013,Series D+,20780000,Sequoia Capital India,Closed,4492,0,8,0
IN0463,Startup_463,E-Commerce,Ahmedabad,2015,Series B,74011000,500 Startups,Active,906,50063000,8,0
IN0464,Startup_464,FoodTech,Delhi NCR,2011,Seed,5199000,Nexus Venture,Closed,1895,0,8,0
IN0465,Startup_465,SaaS,Pune,2017,Pre-Seed,1235000,Sequoia Capital India,Active,2382,395000,6,0
IN0466,Startup_466,AgriTech,Kolkata,2021,Seed,30352000,Sequoia Capital India,Active,81,20912000,2,0
IN0467,Startup_467,HealthTech,Chennai,2015,Grant,2437000,Angel Network,Merged,763,0,6,0
IN0468,Startup_468,AgriTech,Delhi NCR,2011,Bootstrapped,1832000,Y Combinator,Closed,3161,0,12,0
IN0469,Startup_469,FoodTech,Kolkata,2020,Series A,34854000,Sequoia Capital India,Active,1307,4454000,3,0
IN0470,Startup_470,HRTech,Ahmedabad,2022,Grant,1335000,Kalaari Capital,Closed,238,0,1,0
IN0471,Startup_471,FoodTech,Ahmedabad,2011,Bootstrapped,331000,Bootstrapped,Closed,2576,0,1,0
IN0472,Startup_472,TravelTech,Noida,2021,Series B,30176000,Kalaari Capital,Merged,4254,0,1,0
IN0473,Startup_473,LogisticsTech,Hyderabad,2017,Series D+,38556000,Tiger Global,Closed,4575,0,5,0
IN0474,Startup_474,FinTech,Bengaluru,2020,Series A,56580000,Blume Ventures,Closed,1356,0,1,0
IN0475,Startup_475,FoodTech,Chennai,2013,Series D+,2660000,SoftBank,Merged,4511,0,7,0
IN0476,Startup_476,LogisticsTech,Hyderabad,2011,Grant,3447000,Accel Partners,Closed,4085,0,8,0
IN0477,Startup_477,AgriTech,Mumbai,2017,Pre-Seed,1655000,SAIF Partners,Active,4500,83000,6,0
IN0478,Startup_478,EdTech,Noida,2019,Series C,45074000,Bootstrapped,Acquired,3739,0,3,0
IN0479,Startup_479,AgriTech,Bengaluru,2023,Series B,13346000,Government Grant,Acquired,4916,0,2,0
IN0480,Startup_480,AgriTech,Ahmedabad,2011,Seed,8948000,Kalaari Capital,Closed,2911,0,11,0
IN0481,Startup_481,SaaS,Jaipur,2018,Series D+,3348000,Tiger Global,Closed,4035,0,2,0
IN0482,Startup_482,LogisticsTech,Mumbai,2014,Series B,55827000,Matrix Partners,Closed,1768,0,8,0
IN0483,Startup_483,E-Commerce,Chennai,2011,Bootstrapped,6980000,Bootstrapped,Active,4825,994000,12,0
